,ID,sample,ancestry,pred_ancestry,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10
182,MacArthurLab_183,missing,,eas,-0.0156,0.0361,-0.0078,0.0019,-0.0146,-0.0085,0.0131,-0.0393,0.0205,0.0034
183,MacArthurLab_184,missing,,eas,-0.0155,0.0352,0.018,-0.0073,-0.0196,-0.0083,-0.0365,0.0107,-0.0223,0.0437
184,MacArthurLab_185,missing,,eas,-0.0157,0.0344,0.0185,-0.0092,-0.0203,-0.008,-0.037,0.0131,-0.0196,0.0429
185,MacArthurLab_186,missing,,eas,-0.0161,0.038,0.0163,-0.0083,-0.0166,-0.0062,-0.0454,0.0132,-0.0358,0.0547
186,MacArthurLab_187,test,eas,eas,-0.0158,0.0378,0.0016,-0.0002,-0.0058,-0.0197,0.002,-0.0207,0.0047,0.0173
187,MacArthurLab_188,test,eas,eas,-0.0152,0.0355,0.0022,-0.0017,-0.0085,-0.0188,0.0026,-0.0268,0.0083,0.019
188,MacArthurLab_189,missing,,eas,-0.0163,0.0385,-0.0152,-0.0003,-0.0294,0.0069,0.0222,-0.0439,0.0204,-0.0244
189,MacArthurLab_190,train,eas,eas,-0.0158,0.0361,-0.0122,-0.0005,-0.0271,0.0108,0.0251,-0.0456,0.0242,-0.0257
190,MacArthurLab_191,missing,,eas,-0.0152,0.0353,0.001,-0.0012,-0.0082,-0.0184,0.0057,-0.0285,0.0104,0.015
191,MacArthurLab_192,train,eas,eas,-0.0161,0.0391,-0.0007,0.0019,-0.0062,-0.0215,0.005,-0.0297,0.0076,0.0201
192,MacArthurLab_193,missing,,eas,-0.0159,0.0349,0.0185,-0.0083,-0.0225,-0.0058,-0.037,0.0141,-0.0224,0.0439
193,MacArthurLab_194,missing,,eas,-0.0172,0.0424,-0.0133,0.0034,-0.0052,-0.0125,0.0136,-0.0396,0.0181,0.0114
194,MacArthurLab_195,missing,,eas,-0.0172,0.0414,-0.0142,0.0039,-0.0075,-0.0065,0.0138,-0.0385,0.0159,0.0098
195,MacArthurLab_196,missing,,eas,-0.0163,0.0356,0.0188,-0.0081,-0.0203,-0.0038,-0.0379,0.0151,-0.0228,0.0463
196,MacArthurLab_197,missing,,eas,-0.0155,0.0349,0.018,-0.0067,-0.0239,-0.0096,-0.0362,0.0148,-0.0226,0.0467
197,MacArthurLab_198,missing,,eas,-0.016,0.0347,0.0187,-0.0097,-0.0226,-0.0061,-0.0415,0.0127,-0.0247,0.0463
198,MacArthurLab_199,train,eas,eas,-0.0156,0.0359,-0.0002,-0.0033,-0.0113,-0.0168,0.0087,-0.0316,0.0162,0.012
199,MacArthurLab_200,train,eas,eas,-0.016,0.0366,-0.0013,0.0002,-0.008,-0.017,0.0066,-0.0315,0.0107,0.0164
200,MacArthurLab_201,train,eas,eas,-0.0168,0.0383,-0.0106,0.0005,-0.0297,0.0031,0.0208,-0.0518,0.0241,-0.0107
201,MacArthurLab_202,train,eas,eas,-0.0166,0.0376,-0.0171,0.001,-0.0266,0.006,0.0255,-0.0583,0.0279,-0.0148
202,MacArthurLab_203,missing,,eas,-0.0159,0.0368,0.0002,-0.0015,-0.0094,-0.0184,0.0054,-0.0274,0.0099,0.0159
203,MacArthurLab_204,train,eas,eas,-0.0177,0.0432,-0.0141,0.0048,-0.0049,-0.0111,0.0107,-0.0382,0.0188,0.0112
204,MacArthurLab_205,missing,,eas,-0.016,0.0367,0.0188,-0.0063,-0.0235,-0.0066,-0.039,0.016,-0.0239,0.0453
205,MacArthurLab_206,missing,,nfe,-0.0068,-0.016,-0.0075,-0.0135,0.0086,-0.002,-0.0402,0.0143,-0.015,0.0398
206,MacArthurLab_207,missing,,eas,-0.0177,0.0433,-0.019,0.008,-0.0023,-0.0072,0.0097,-0.0356,0.0137,0.0082
207,MacArthurLab_208,missing,,eas,-0.0161,0.0358,0.0189,-0.0095,-0.0214,-0.005,-0.0386,0.0119,-0.0253,0.043
208,MacArthurLab_209,missing,,eas,-0.016,0.0329,0.0302,-0.0126,-0.0337,-0.0245,-0.0017,0.0103,0.0025,-0.0074
209,MacArthurLab_210,missing,,eas,-0.0158,0.0329,0.0298,-0.0155,-0.0362,-0.0269,-0.0037,0.0123,0.0015,-0.0104
210,MacArthurLab_211,missing,,eas,-0.0161,0.0361,0.0184,-0.0104,-0.0245,-0.0082,-0.0386,0.0135,-0.0248,0.0471
211,MacArthurLab_212,missing,,eas,-0.0159,0.0358,-0.012,0.0008,-0.0279,0.0051,0.0231,-0.0513,0.0243,-0.0132
212,MacArthurLab_213,missing,,eas,-0.0156,0.0351,0.0204,-0.0083,-0.0232,-0.0059,-0.0367,0.0129,-0.0217,0.0427
213,MacArthurLab_214,missing,,eas,-0.0162,0.0388,-0.0163,0.0048,-0.0124,-0.0029,0.0183,-0.0427,0.0202,-0.0058
214,MacArthurLab_215,missing,,eas,-0.017,0.0395,-0.0196,0.0073,-0.0133,0.0018,0.0201,-0.0488,0.0236,-0.0049
215,MacArthurLab_216,missing,,eas,-0.0157,0.0346,0.0173,-0.0088,-0.0197,-0.0061,-0.037,0.0142,-0.0221,0.0457
216,MacArthurLab_217,missing,,eas,-0.0162,0.0338,0.0309,-0.0125,-0.0325,-0.0243,-0.0054,0.0077,-0.006,-0.0018
217,MacArthurLab_218,test,eas,eas,-0.0159,0.0341,0.0317,-0.0138,-0.0355,-0.0246,-0.0024,0.0109,0.0007,-0.0102
218,MacArthurLab_219,train,eas,eas,-0.0151,0.0333,0.0272,-0.0104,-0.027,-0.0125,-0.0272,0.0073,-0.0083,0.0214
219,MacArthurLab_220,missing,,eas,-0.0152,0.0334,0.0265,-0.0111,-0.0285,-0.0128,-0.0312,0.0074,-0.0098,0.0279
220,MacArthurLab_221,train,eas,eas,-0.0171,0.0413,-0.0216,0.0062,-0.0152,0.0032,0.0213,-0.0492,0.0252,-0.0062
221,MacArthurLab_222,missing,,eas,-0.0175,0.0421,-0.0212,0.0075,-0.0129,0.0013,0.0233,-0.0539,0.0236,-0.008
222,MacArthurLab_223,missing,,eas,-0.0175,0.0371,-0.0099,-0.0108,-0.0628,0.0502,-0.0008,0.0194,-0.0281,-0.0016
223,MacArthurLab_224,train,eas,eas,-0.0172,0.036,-0.0056,-0.0116,-0.0606,0.0423,-0.0014,0.0163,-0.0222,-0.0057
224,MacArthurLab_225,train,eas,eas,-0.0176,0.042,-0.0213,0.0068,-0.0112,0.0013,0.0245,-0.0512,0.027,-0.01
225,MacArthurLab_226,test,eas,eas,-0.017,0.041,-0.0184,0.0041,-0.0161,-0.0007,0.0221,-0.0551,0.0238,-0.0045
226,MacArthurLab_227,missing,,eas,-0.0173,0.0417,-0.0213,0.0068,-0.0156,-0.0004,0.0213,-0.0531,0.0272,-0.007
227,MacArthurLab_228,test,eas,eas,-0.017,0.0413,-0.0187,0.0055,-0.0151,0.0006,0.022,-0.0507,0.0274,-0.0072
228,MacArthurLab_229,train,eas,eas,-0.0154,0.0335,0.0265,-0.0117,-0.0286,-0.0116,-0.0331,0.0056,-0.0061,0.0275
229,MacArthurLab_230,train,eas,eas,-0.0151,0.0331,0.0267,-0.0107,-0.03,-0.0124,-0.0289,0.0095,-0.0058,0.0251
230,MacArthurLab_231,missing,,eas,-0.0166,0.0339,-0.0056,-0.0103,-0.0586,0.0441,-0.0022,0.0185,-0.0235,-0.0041
231,MacArthurLab_232,train,eas,eas,-0.0169,0.034,-0.0046,-0.0089,-0.0569,0.0389,-0.0016,0.0169,-0.0217,-0.0029
232,MacArthurLab_233,train,eas,eas,-0.0174,0.0381,-0.0119,-0.0084,-0.0671,0.0552,0.0008,0.0197,-0.0306,-0.0094
233,MacArthurLab_234,missing,,eas,-0.015,0.0321,0.027,-0.009,-0.0273,-0.0092,-0.0304,0.0054,-0.0077,0.0267
234,MacArthurLab_235,train,eas,eas,-0.0151,0.0338,0.027,-0.0107,-0.0274,-0.0117,-0.0306,0.0057,-0.0121,0.0301
235,MacArthurLab_236,missing,,eas,-0.016,0.0357,0.0188,-0.0082,-0.0234,-0.0067,-0.0335,0.0113,-0.0178,0.0413
236,MacArthurLab_237,missing,,amr,-0.0052,-0.0197,-0.0005,-0.0179,0.0017,-0.0129,-0.0001,-0.0008,-0.0101,0.0073
237,MacArthurLab_238,test,amr,amr,-0.004,-0.0188,-0.0022,-0.0166,0.0007,-0.0149,-0.0014,0.0005,-0.0053,0.0093
238,MacArthurLab_239,missing,,nfe,-0.0097,-0.017,-0.0066,-0.0143,0.0084,-0.0034,-0.0381,0.0145,-0.0203,0.0419
239,MacArthurLab_240,train,eas,eas,-0.0163,0.0373,-0.0161,0.004,-0.0252,0.0026,0.0241,-0.0538,0.0233,-0.0093
240,MacArthurLab_241,train,eas,eas,-0.0162,0.038,-0.0125,0.0001,-0.028,0.0039,0.0212,-0.054,0.0266,-0.0105
241,MacArthurLab_242,missing,,eas,-0.0155,0.0361,0.0177,-0.007,-0.0211,-0.0067,-0.0402,0.0173,-0.0214,0.0468
242,MacArthurLab_243,train,eas,eas,-0.0167,0.0394,-0.015,0.0038,-0.028,0.005,0.0213,-0.054,0.0224,-0.0074
243,MacArthurLab_244,missing,,eas,-0.0152,0.0358,-0.0002,-0.0003,-0.0105,-0.0161,0.0098,-0.0302,0.0132,0.0114
244,MacArthurLab_245,test,eas,eas,-0.0169,0.0401,-0.0176,0.004,-0.0246,0.0066,0.0232,-0.0376,0.0205,-0.0291
245,MacArthurLab_246,train,eas,eas,-0.0167,0.0398,-0.0171,0.0029,-0.0252,0.0076,0.0222,-0.0396,0.0213,-0.0265
246,MacArthurLab_247,missing,,eas,-0.0158,0.0377,0.0187,-0.0091,-0.023,-0.0086,-0.041,0.0162,-0.0243,0.0461
247,MacArthurLab_248,train,eas,eas,-0.0153,0.0327,0.0255,-0.01,-0.0254,-0.0121,-0.0314,0.0085,-0.0118,0.0243
248,MacArthurLab_249,train,eas,eas,-0.0146,0.0321,0.0265,-0.0081,-0.0256,-0.0116,-0.0288,0.0098,-0.0077,0.0244
249,MacArthurLab_250,train,eas,eas,-0.0161,0.0363,-0.0023,-0.0006,-0.0066,-0.0149,0.0074,-0.0297,0.0127,0.0098
250,MacArthurLab_251,train,eas,eas,-0.015,0.0366,-0.0032,0.0009,-0.0087,-0.0152,0.0085,-0.0296,0.0146,0.0109
251,MacArthurLab_252,train,eas,eas,-0.0152,0.0361,-0.001,0.0009,-0.0099,-0.0135,0.0076,-0.0268,0.011,0.0082
252,MacArthurLab_253,missing,,eas,-0.0162,0.0384,-0.0092,0.0029,-0.009,-0.0094,0.0115,-0.0321,0.0172,0.0054
253,MacArthurLab_254,missing,,eas,-0.0166,0.0385,-0.0159,0.0025,-0.0247,0.0083,0.0232,-0.0411,0.0187,-0.0269
254,MacArthurLab_255,train,eas,eas,-0.0166,0.0386,-0.0171,0.0032,-0.0235,0.007,0.0229,-0.04,0.0182,-0.0268
255,MacArthurLab_256,train,eas,eas,-0.016,0.0379,-0.0152,0.0032,-0.0217,0.0035,0.0217,-0.0477,0.0248,-0.009
256,MacArthurLab_257,missing,,eas,-0.0165,0.0392,-0.0173,0.0051,-0.0249,0.0074,0.023,-0.0539,0.0288,-0.0109
257,MacArthurLab_258,train,eas,eas,-0.0166,0.0394,-0.0181,0.0029,-0.0261,0.0073,0.0256,-0.0555,0.0276,-0.015
258,MacArthurLab_259,missing,,eas,-0.0167,0.0388,-0.0168,0.0027,-0.0224,0.0085,0.0234,-0.0448,0.0213,-0.0238
259,MacArthurLab_260,missing,,eas,-0.0163,0.0386,-0.0167,0.0042,-0.0256,0.0085,0.0232,-0.0418,0.0217,-0.0282
260,MacArthurLab_261,missing,,eas,-0.0155,0.0356,-0.0034,0.0018,-0.0089,-0.01,0.0082,-0.0269,0.0144,0.0071
261,MacArthurLab_262,train,eas,eas,-0.0154,0.0365,-0.0038,0.0019,-0.013,-0.0114,0.0108,-0.0334,0.018,0.0058
262,MacArthurLab_263,test,eas,eas,-0.0162,0.0343,0.0323,-0.0113,-0.0343,-0.0241,-0.0006,0.011,-0.0088,-0.0129
263,MacArthurLab_264,train,eas,eas,-0.015,0.0334,0.027,-0.009,-0.0265,-0.013,-0.0291,0.01,-0.0103,0.0233
264,MacArthurLab_265,missing,,eas,-0.0147,0.033,0.0267,-0.009,-0.0251,-0.0093,-0.0306,0.0109,-0.0106,0.0259
265,MacArthurLab_266,train,amr,amr,-0.01,-0.0169,-0.0343,-0.0158,-0.0388,0.053,0.0042,0.0068,-0.0168,-0.0197
266,MacArthurLab_267,train,amr,amr,-0.01,-0.029,-0.0001,-0.0085,-0.0051,-0.0269,-0.0024,0.0176,-0.0074,-0.0162
267,MacArthurLab_268,train,eas,eas,-0.0157,0.0344,0.0285,-0.0039,-0.022,-0.0262,-0.0041,0.0094,-0.0341,-0.0002
268,MacArthurLab_269,missing,,eas,-0.0156,0.0392,-0.0063,0.0098,0.0153,-0.0237,-0.015,0.0146,-0.01,0.0226
269,MacArthurLab_270,train,eas,eas,-0.0158,0.0414,-0.0102,0.0118,0.0217,-0.0259,-0.0136,0.0123,-0.0092,0.0228
270,MacArthurLab_271,test,eas,eas,-0.0158,0.0405,-0.012,0.0143,0.027,-0.024,-0.0122,0.0146,-0.0088,0.0209
271,MacArthurLab_272,train,eas,eas,-0.0158,0.0391,-0.0078,0.0122,0.0168,-0.0228,-0.0116,0.0099,-0.0099,0.0213
272,MacArthurLab_273,train,eas,eas,-0.018,0.0486,-0.0323,0.0215,0.0329,-0.0135,-0.0063,0.0256,0.0012,-0.0063
273,MacArthurLab_274,test,eas,eas,-0.0153,0.0387,0.0036,0.0044,0.0067,-0.0229,-0.0164,0.0108,-0.0134,0.0147
274,MacArthurLab_275,train,eas,eas,-0.0161,0.0393,-0.0104,0.0099,0.0227,-0.0224,-0.0125,0.01,-0.0075,0.0201
275,MacArthurLab_276,missing,,eas,-0.0183,0.0483,-0.0299,0.0186,0.0293,-0.0125,-0.0046,0.0241,0.0005,-0.0068
276,MacArthurLab_277,train,eas,eas,-0.0187,0.0503,-0.036,0.0234,0.037,-0.0129,-0.0054,0.0273,0.0011,-0.0083
277,MacArthurLab_278,missing,,eas,-0.0185,0.05,-0.0332,0.0221,0.0379,-0.0141,-0.0069,0.0302,-0.0011,-0.0051
278,MacArthurLab_279,missing,,eas,-0.0155,0.0392,0.0025,0.0077,0.0103,-0.0225,-0.0193,0.0163,-0.0179,0.0205
279,MacArthurLab_280,missing,,eas,-0.0155,0.0401,-0.0087,0.0108,0.0188,-0.0242,-0.0115,0.0155,-0.0105,0.0184
280,MacArthurLab_281,train,amr,nfe,-0.0123,-0.0179,-0.0431,-0.0088,-0.0333,0.0469,-0.0002,0.0088,-0.0241,-0.0021
281,MacArthurLab_282,missing,,amr,-0.0038,-0.0081,-0.0248,-0.0085,0.014,-0.0041,0.0103,-0.0356,0.0207,0.0123
282,MacArthurLab_283,train,amr,amr,-0.0065,-0.0223,0.0038,-0.0193,0.004,-0.0169,0.0035,0.0145,0.001,-0.0191
283,MacArthurLab_284,missing,,nfe,-0.0092,-0.0179,-0.011,-0.0153,0.0061,-0.0046,-0.0403,0.0193,-0.0227,0.0405
284,MacArthurLab_285,train,amr,amr,0.006,-0.0165,0.0039,-0.0141,0.0007,-0.0138,0.0148,0.0153,-0.004,-0.0194
285,MacArthurLab_286,test,amr,amr,-0.0047,-0.0232,0.0015,-0.0145,-0.0008,-0.0218,0.002,0.015,-0.0037,-0.0177
286,MacArthurLab_287,train,amr,amr,-0.0084,-0.0139,-0.0184,-0.0076,0.0166,-0.015,0.0029,-0.0288,0.0083,0.0213
287,MacArthurLab_288,train,amr,amr,-0.0113,-0.0129,-0.0265,-0.0059,0.0152,-0.0099,0.0069,-0.0275,0.0113,0.0137
288,MacArthurLab_289,missing,,amr,-0.0092,-0.0142,-0.0188,-0.0084,0.0172,-0.0146,0.0016,-0.0255,0.0066,0.0235
289,MacArthurLab_290,train,amr,amr,-0.0113,-0.0093,-0.0372,-0.0029,0.0071,-0.0001,0.0137,-0.04,0.0155,0.005
290,MacArthurLab_291,missing,,nfe,-0.0108,-0.0204,-0.0389,-0.0059,-0.0293,0.0378,-0.0056,0.0163,-0.02,0.0053
291,MacArthurLab_292,train,amr,amr,-0.0046,-0.0198,0.0042,-0.0201,0.004,-0.0141,0.0055,0.0137,-0.0005,-0.0203
292,MacArthurLab_293,test,amr,amr,-0.0053,-0.0094,-0.0214,-0.008,0.0202,-0.014,0.004,-0.0294,0.0062,0.0312
293,MacArthurLab_294,missing,,amr,-0.0091,-0.0135,-0.0206,-0.0092,0.0175,-0.0175,0.0019,-0.0276,0.0114,0.0244
294,MacArthurLab_295,missing,,nfe,-0.0067,-0.015,-0.0071,-0.0149,0.009,-0.0013,-0.043,0.0137,-0.0199,0.0434
295,MacArthurLab_296,train,amr,amr,-0.0031,-0.0225,0.0011,-0.0135,-0.0005,-0.0205,0.0036,0.0136,-0.0046,-0.0169
296,MacArthurLab_297,missing,,amr,-0.0056,-0.0218,0.0039,-0.0172,0.003,-0.0158,0.0073,0.0134,-0.0014,-0.0169
297,MacArthurLab_298,train,amr,amr,0.0001,-0.0191,0.0032,-0.0157,0.0026,-0.0179,0.007,0.0117,-0.0053,-0.0233
298,MacArthurLab_299,missing,,amr,-0.0088,-0.0168,-0.0296,-0.0141,-0.0268,0.0359,-0.0052,0.0089,-0.0119,0.0068
299,MacArthurLab_300,missing,,nfe,-0.0086,-0.0185,-0.0087,-0.0155,0.0093,-0.0028,-0.0431,0.0178,-0.0234,0.0372
300,MacArthurLab_301,missing,,nfe,-0.0084,-0.0177,-0.0085,-0.0129,0.0065,-0.0042,-0.0412,0.0158,-0.0125,0.0329
301,MacArthurLab_302,test,amr,amr,-0.0027,-0.0102,-0.021,-0.007,0.0134,-0.0138,0.0086,-0.0236,0.0083,0.0262
302,MacArthurLab_303,missing,,afr,0.017,0.0001,-0.0173,-0.0012,0.0156,-0.0064,0.0105,-0.0293,0.0051,0.0318
303,MacArthurLab_304,train,amr,amr,-0.0131,-0.0188,0.0022,-0.0319,0.0094,-0.0083,-0.0004,-0.0015,-0.0048,0.0077
304,MacArthurLab_305,train,amr,amr,-0.012,-0.0253,-0.0,-0.0162,0.0086,-0.0204,-0.0014,-0.0008,-0.027,-0.0004
305,MacArthurLab_306,test,amr,amr,-0.0122,-0.0165,0.0023,-0.0315,0.0228,-0.0099,-0.0065,-0.0029,-0.0348,0.0051
306,MacArthurLab_307,train,amr,amr,-0.006,-0.0158,0.0066,-0.0342,0.0105,-0.0095,0.0013,0.0135,0.012,-0.0242
307,MacArthurLab_308,missing,,amr,-0.0084,-0.0192,0.006,-0.0273,0.0078,-0.0107,0.0038,0.0123,0.0103,-0.0197
308,MacArthurLab_309,missing,,amr,-0.0099,-0.021,0.0026,-0.0232,0.0138,-0.0158,-0.0005,0.0005,-0.0299,-0.003
309,MacArthurLab_310,test,amr,amr,-0.01,-0.0187,0.0053,-0.0277,0.0157,-0.0137,0.0024,-0.0022,-0.0263,-0.0045
310,MacArthurLab_311,train,amr,amr,-0.0112,-0.0243,0.0009,-0.0175,-0.003,-0.023,-0.003,0.0148,0.0082,-0.0129
311,MacArthurLab_312,train,amr,amr,-0.007,-0.0201,0.0034,-0.0243,0.0022,-0.0164,-0.0025,0.0138,0.0121,-0.0186
312,MacArthurLab_313,missing,,amr,-0.0096,-0.0185,0.0058,-0.033,0.0088,-0.0121,0.0013,0.0141,0.0121,-0.0227
313,MacArthurLab_314,missing,,amr,-0.0127,-0.0172,0.008,-0.0429,0.0159,-0.0051,0.0019,0.0111,0.0139,-0.0191
314,MacArthurLab_315,missing,,amr,-0.0046,-0.0137,0.0066,-0.0338,0.0149,-0.0084,0.0015,0.0091,-0.001,-0.0145
315,MacArthurLab_316,missing,,amr,-0.0113,-0.0203,0.0047,-0.0316,0.0111,-0.015,-0.0026,0.0127,0.0041,-0.0135
316,MacArthurLab_317,test,amr,amr,-0.0051,-0.0104,0.0085,-0.0391,0.027,-0.0001,0.0055,-0.0111,-0.0231,-0.0099
317,MacArthurLab_318,train,amr,amr,-0.0104,-0.0202,0.0044,-0.0319,0.0069,-0.0135,-0.0023,0.0162,0.0095,-0.019
318,MacArthurLab_319,missing,,amr,-0.0096,-0.0122,0.0098,-0.0485,0.0194,-0.0026,0.0057,0.0101,0.0148,-0.0168
319,MacArthurLab_320,test,amr,amr,-0.0039,-0.0202,0.0037,-0.022,0.0051,-0.0136,0.0046,0.0145,0.0013,-0.0164
320,MacArthurLab_321,missing,,amr,-0.0087,-0.0216,0.0042,-0.0217,0.0023,-0.0153,0.0014,0.017,0.0072,-0.0207
321,MacArthurLab_322,train,amr,amr,-0.0084,-0.025,0.002,-0.0163,0.0019,-0.0197,0.0006,0.0132,-0.0018,-0.0176
322,MacArthurLab_323,missing,,amr,-0.0078,-0.012,-0.0177,-0.0069,0.015,-0.0139,0.002,-0.0234,0.0132,0.0212
323,MacArthurLab_324,test,amr,amr,-0.0061,-0.0112,-0.0302,-0.0039,0.0088,-0.0043,0.0168,-0.0378,0.0189,0.0065
324,MacArthurLab_325,train,amr,amr,-0.0102,-0.0154,-0.026,0.0028,0.0098,-0.0165,0.003,-0.0238,0.0145,0.0148
325,MacArthurLab_326,train,amr,amr,-0.01,-0.0127,-0.0244,-0.0034,0.0132,-0.0126,0.0056,-0.0258,0.0135,0.0167
326,MacArthurLab_327,missing,,amr,-0.0049,-0.0107,-0.0297,-0.021,-0.0194,0.0479,-0.0007,0.0114,-0.0132,-0.004
327,MacArthurLab_328,train,amr,amr,-0.009,-0.0119,-0.036,-0.0251,-0.0273,0.0549,-0.0024,0.0092,-0.0197,-0.0066
328,MacArthurLab_329,missing,,amr,-0.0111,-0.0297,-0.0003,-0.0138,-0.003,-0.0258,-0.0005,0.015,-0.0073,-0.0197
329,MacArthurLab_330,test,amr,amr,-0.0102,-0.0175,-0.0362,-0.0128,-0.0433,0.06,0.0053,0.0142,-0.0213,-0.02
330,MacArthurLab_331,train,amr,amr,-0.0092,-0.0166,0.0028,-0.0353,0.0113,-0.0044,0.0,-0.0004,-0.0017,0.0097
331,MacArthurLab_332,missing,,amr,-0.0119,-0.0189,0.0031,-0.0302,0.0067,-0.0094,-0.0045,0.003,0.0027,0.0045
332,MacArthurLab_333,missing,,amr,-0.0082,-0.0134,-0.0051,-0.0233,0.0135,0.002,-0.0326,0.015,-0.009,0.0316
333,MacArthurLab_334,test,amr,amr,-0.0139,-0.0185,-0.0297,-0.0181,-0.0268,0.0424,-0.0019,0.0212,-0.0202,-0.0112
334,MacArthurLab_335,test,amr,amr,-0.0086,-0.0088,-0.0247,-0.0295,-0.0032,0.0411,-0.0037,0.0113,-0.0065,0.0086
335,MacArthurLab_336,train,amr,amr,-0.009,-0.0193,0.0044,-0.0273,0.0166,-0.0124,0.0041,-0.004,-0.0268,-0.0111
336,MacArthurLab_337,train,amr,amr,-0.0096,-0.02,0.0043,-0.0302,0.0056,-0.015,0.0015,0.0133,0.0087,-0.0185
337,MacArthurLab_338,train,amr,amr,-0.0045,-0.0124,0.0077,-0.0347,0.0116,-0.0049,0.0068,0.0133,0.0146,-0.0138
338,MacArthurLab_339,missing,,nfe,-0.0125,-0.0305,-0.0021,-0.011,-0.0081,-0.0312,-0.0043,0.0194,0.0037,-0.0159
339,MacArthurLab_340,missing,,amr,-0.0134,-0.0166,0.0083,-0.0427,0.0131,-0.0072,0.001,0.0104,0.0127,-0.0184
340,MacArthurLab_341,train,amr,amr,-0.0126,-0.0205,0.0044,-0.0348,0.0166,-0.0134,0.0039,-0.001,-0.0234,-0.0111
341,MacArthurLab_342,train,amr,amr,-0.0117,-0.0205,0.0044,-0.0242,0.0122,-0.0156,0.0015,-0.0044,-0.0271,-0.0062
342,MacArthurLab_343,test,amr,amr,-0.0016,-0.0193,0.0033,-0.0189,0.0018,-0.0151,0.0072,0.014,-0.0028,-0.0194
343,MacArthurLab_344,train,amr,amr,-0.0078,-0.0211,0.0044,-0.0247,0.0071,-0.0138,0.0046,0.0128,-0.0036,-0.0188
344,MacArthurLab_345,train,amr,amr,-0.0082,-0.0213,0.0037,-0.0237,0.0051,-0.015,0.0001,0.0096,0.0004,-0.0202
345,MacArthurLab_346,test,amr,amr,-0.0052,-0.0196,0.0054,-0.0242,0.008,-0.0128,0.0074,0.0102,-0.0032,-0.0216
346,MacArthurLab_347,train,amr,amr,-0.0016,-0.0192,0.0034,-0.0229,0.0049,-0.0141,0.0051,0.0151,-0.0015,-0.0211
347,MacArthurLab_348,train,amr,amr,-0.0083,-0.0256,0.0012,-0.0126,-0.0022,-0.0227,0.0051,0.0154,-0.0045,-0.0191
348,MacArthurLab_349,missing,,amr,-0.0064,-0.0239,0.0017,-0.0187,0.0011,-0.0209,0.0045,0.0134,-0.0056,-0.0169
349,MacArthurLab_350,train,amr,amr,-0.008,-0.0233,0.0023,-0.023,0.0033,-0.0191,0.0036,0.0161,-0.0005,-0.0224
350,MacArthurLab_351,missing,,amr,-0.0063,-0.0247,0.002,-0.0145,-0.0002,-0.0202,0.002,0.0176,0.0009,-0.0198
351,MacArthurLab_352,train,amr,amr,-0.0081,-0.023,0.0026,-0.0211,0.0036,-0.017,0.001,0.0136,-0.0002,-0.0207
352,MacArthurLab_353,train,nfe,nfe,-0.0131,-0.0213,-0.0236,0.004,0.0035,-0.0267,0.0005,-0.0304,0.0092,0.0233
353,MacArthurLab_354,train,amr,amr,-0.0154,-0.0042,-0.011,-0.0635,0.0134,0.0558,-0.0047,0.0108,0.0032,0.0031
354,MacArthurLab_355,train,amr,amr,0.0018,-0.0079,-0.0156,-0.0263,-0.0064,0.0322,-0.0097,0.0183,0.0036,0.007
355,MacArthurLab_356,train,amr,amr,-0.0121,-0.0151,0.009,-0.0453,0.0191,-0.0039,0.0042,0.0083,0.0108,-0.018
356,MacArthurLab_357,train,amr,amr,-0.0107,-0.0208,0.0036,-0.025,0.0035,-0.0177,-0.0005,0.0144,0.0103,-0.015
357,MacArthurLab_358,train,amr,amr,-0.0116,-0.0164,0.0082,-0.0456,0.0167,-0.006,0.0038,0.0092,0.0082,-0.0193
358,MacArthurLab_359,train,amr,amr,-0.0119,-0.0015,-0.0325,-0.0222,0.0308,0.013,0.0158,-0.0404,0.0246,0.0095
359,MacArthurLab_360,train,amr,amr,-0.0136,-0.0062,-0.0359,-0.0133,0.0217,0.0009,0.0135,-0.0421,0.0241,0.0088
360,MacArthurLab_361,train,amr,fin,-0.0128,-0.0092,-0.0365,-0.0049,-0.0006,0.0142,0.022,-0.0449,0.0233,-0.0177
361,MacArthurLab_362,train,amr,fin,-0.0129,-0.0127,-0.0377,-0.0062,-0.0037,0.0108,0.0202,-0.04,0.0213,-0.0192
362,MacArthurLab_363,missing,,amr,-0.011,-0.0192,0.0043,-0.0343,0.0112,-0.014,-0.0015,0.01,0.0,-0.0139
363,MacArthurLab_364,train,amr,amr,-0.0126,-0.0198,0.0051,-0.0349,0.0071,-0.0138,-0.001,0.0135,0.0077,-0.0173
364,MacArthurLab_365,missing,,amr,-0.0122,-0.0169,-0.015,-0.0289,-0.007,0.0295,-0.01,0.0235,-0.0059,0.0014
365,MacArthurLab_366,train,amr,amr,-0.0098,-0.0201,0.0024,-0.0272,0.008,-0.0115,0.0028,0.0017,-0.0061,0.0064
366,MacArthurLab_367,missing,,amr,-0.0072,-0.0167,0.0012,-0.0197,0.0176,-0.0129,-0.0057,-0.0043,-0.0329,0.0094
367,MacArthurLab_368,train,amr,amr,-0.0045,-0.0115,0.0008,-0.0291,0.0256,-0.0121,-0.006,-0.0082,-0.0448,0.0141
368,MacArthurLab_369,train,amr,amr,-0.0066,-0.0068,-0.0201,-0.0186,0.0227,-0.0005,0.0084,-0.0284,0.0143,0.0156
